PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20251249;12;2025;8439726;1;1;1;60;52;1;132.31202621;52;1;5611;1;1;;;1;;2;;2;2;2;2;12;1;;1;1;2;1;1;2;1000000;2;;2;;;1;300000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;66;;;66;;;3;7;;2;;2;;;;2;2;1;0;36;4;;2;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;1;1;2;;2;1;1;2;2;2;2;2;2;;20;8;;1;1300000;56;5611;5131
20251249;12;2025;8439727;1;2;1;60;52;1;295.66498148;52;1;124;2;;;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;7;;;;;;;;;;;2;;;;;;;;8000000;12;4000000;0;1000000;0;500000;0;0;0;0;1;100000;2;;;;2;;;2;;500000;1;;2;;3;1;12;40;;;40;;;1;8;;4;;2;;;;2;2;1;0;6;6;;10;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;120;8;;1;500000;01;0124;6111
20251249;12;2025;8439729;1;1;1;60;52;1;179.77513474;52;1;9602;1;1;;;1;;1;;2;2;2;2;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;4;;;300000;1;2;;1;250000;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;300000;1;;1;;1;2;12;12;1;;12;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;10;2;1;2;;;;;;;;;;;;;2;2;1;2;1;1;3;;20;5;;1;300000;96;9602;5141
20251249;12;2025;8439729;1;2;1;60;52;1;179.77513474;52;1;6920;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;3;1;;600000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;600000;1;;1;;4;2;12;12;1;;12;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;40;2;1;1;1;1;1;1;2;2;2;2;2;;2;1;2;2;2;2;2;2;14;;;8;;1;600000;69;6920;2411
20251249;12;2025;8439730;1;1;1;60;52;1;118.84354067;52;1;4520;1;2;1;;1;;1;;1;2;1;1;2;1;;1;1;1;1;4;1;3600000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;44;;;44;;;10;7;;1;;1;2;1;20;1;1;1;1;43;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;20;8;;1;3600000;45;4520;1221
20251249;12;2025;8439731;1;1;1;60;52;1;149.02041778;52;1;4921;2;;;;;;;;;;;;8;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;900000;1;;3;;1;1;10;45;;;45;;;1;4;;2;;2;;;;2;2;1;2;18;1;;3;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;1;2;;1;1;1;2;1;2;1;1;3;;5;2;;1;900000;49;4921;8321
20251249;12;2025;8439733;1;1;1;60;52;1;160.4387799;52;1;4781;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;10;1;12;40;;;40;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;10;1;1;1;1;1;2;2;2;1;1;1;2;;1;1;1;2;1;2;1;1;2;;35;8;;1;700000;47;4781;5211
20251249;12;2025;8439734;1;1;1;60;52;1;165.57824198;52;1;8010;1;2;2;3;1;;1;;1;1;1;1;7;1;;1;1;1;1;2;2;1600000;2;;1;300000;2;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;1;200000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;60;;;60;;;10;4;;1;;1;1;1;9;1;1;1;3;5;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;12;1;;1;1600000;80;8010;5414
20251249;12;2025;8439735;1;1;1;60;52;1;165.57824198;52;1;4921;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;600000;1;;3;;1;1;1;50;;;50;;;1;4;;2;;2;;;;2;2;1;0;48;4;;1;;2;;;;;;;;1;10;1;1;1;1;1;1;1;2;1;1;1;2;;1;1;2;2;2;2;2;2;11;;20;8;;1;600000;49;4921;8321
20251249;12;2025;8439736;1;1;1;60;52;1;97.074842734;52;1;6910;2;;;;;;;;;;;;540;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;1;1;1;7;;;;;;;;;;;1;6000000;1;1423500;1423500;1000000;500000;500000;;;;;;;;;;;;;;;;;;1;1;2025;1;1;2576500;1;;3;;5;2;12;50;;;60;;;2;7;;1;;2;;;;2;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;8;;15;6;;1;2576500;69;6910;2611
20251249;12;2025;8439737;1;1;1;60;52;1;308.02968893;52;1;4773;1;2;2;6;1;;1;;1;1;1;1;10;1;;1;1;1;1;2;1;1600000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;1;100000;2;2;;;2;;;2;;;1;400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;;;48;;;7;7;;1;;1;1;1;5;1;1;1;2;48;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;2;;1;1600000;47;4773;3213
20251249;12;2025;8439738;1;1;1;60;52;1;116.23368267;52;1;9700;1;2;1;;1;;1;;1;2;1;1;24;3;;2;2;2;2;1;2;1423500;2;;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;1;2;;1;;1;2;1;1;1;1;1;7;12;1;;2;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;2;1;1;1;1;2;1;2;2;;30;8;;1;1623500;97;9700;9111
20251249;12;2025;8439739;1;1;1;60;52;1;240.10930412;52;1;8121;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;650000;1;;3;;1;1;12;16;2;;16;;;1;2;;2;;2;;;;2;2;1;12;24;1;;11;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;1;1;2;2;2;2;2;1;2;;30;9;;1;650000;81;8121;9111
20251249;12;2025;8439739;1;5;1;60;52;1;240.10930412;52;1;4921;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;1;1;12;72;;;72;;;1;4;;5;;2;;;;2;2;1;12;6;4;;13;CAMBIO DE DOMICILIO;2;;;;;;;;2;;;;1;2;1;2;2;2;1;1;1;2;;2;1;2;2;2;2;1;2;3;;5;8;;1;700000;49;4921;8321
20251249;12;2025;8439740;1;1;1;60;52;1;215.45915956;52;1;4921;2;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2500000;1;;3;;4;1;1;42;;;42;;;1;4;;3;;2;;;;2;2;1;18;54;4;;2;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;1;ESTABILIDAD LABORAL;2;1;1;1;1;2;1;1;3;;5;2;;1;2500000;49;4921;8323
20251249;12;2025;8439759;1;1;1;60;52;1;268.75703888;52;1;4781;2;;;;;;;;;;;;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;300000;1;;3;;4;2;11;42;;;42;;;1;6;;4;;2;;;;2;2;1;1;7;1;;1;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;1;2;2;;2;2;2;2;1;2;2;1;3;;15;5;;1;300000;47;4781;9520
20251249;12;2025;8439766;1;1;1;60;54;1;365.05588138;54;1;4711;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;2800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2800000;1;;1;;1;2;12;48;;;48;;;1;5;;2;;2;;;;2;2;1;5;12;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;8;;60;8;;1;2800000;47;4711;5221
20251249;12;2025;8439767;1;3;1;60;54;1;437.83555348;54;1;112;1;2;1;;1;;1;;1;2;1;1;24;1;;1;1;2;2;1;2;1500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;9;7;;1;;1;2;1;2;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;3;;1;1500000;01;0112;6113
20251249;12;2025;8439768;1;2;1;60;54;1;339.35938714;54;1;8423;1;2;1;;1;;1;;1;1;1;1;36;2;;2;2;1;1;5;2;2500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;1;300000;2;2;;;1;2500000;1;2500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;10;6;;1;;1;3;1;3;1;1;1;12;36;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;8;;1;2500000;84;8423;5412
20251249;12;2025;8439769;1;1;1;60;54;1;425.91646168;54;1;4711;1;2;1;;1;;1;;1;2;1;1;24;1;;1;1;2;2;1;2;1450000;2;;1;300000;2;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;55;;;55;;;10;7;;1;;1;2;1;10;1;1;1;4;120;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;1450000;47;4711;9334
20251249;12;2025;8439769;1;4;1;60;54;1;425.91646168;54;1;4751;1;2;2;6;1;;1;;1;2;1;1;2;1;;1;1;2;2;1;2;1500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;44;;;44;;;6;7;;1;;1;2;1;4;1;1;1;2;48;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;1500000;47;4751;5223
20251249;12;2025;8439770;1;1;1;60;54;1;232.0622758;54;1;4111;2;;;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;3;;1;1;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;12;180;4;;2;;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;2;2;2;2;2;11;;15;8;;1;1200000;41;4111;7112
20251249;12;2025;8439770;1;2;1;60;54;1;232.0622758;54;1;9200;2;;;;;;;;;;;;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;4;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;1;1;6;35;2;;35;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;1;2;2;1;3;;15;8;;1;700000;92;9200;9520
20251249;12;2025;8439771;1;3;1;60;54;1;269.29569797;54;1;4321;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;4;4;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;1;;4;2;12;50;;;0;1;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;50;8;;1;1000000;43;4321;9333
20251249;12;2025;8439772;1;1;1;60;54;1;242.39869452;54;1;1522;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;3;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;3;;1;1;12;48;;;48;;;1;7;;2;;2;;;;2;2;1;2;120;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;2;;2;8;;1;800000;15;1522;7536
20251249;12;2025;8439774;1;2;1;60;54;1;379.79632074;54;1;4752;1;1;;;1;;1;;2;2;2;2;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1800000;1;;3;;3;2;12;48;;;48;;;4;7;;2;;2;;;;2;2;1;1;120;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;20;3;;1;1800000;47;4752;5223
20251249;12;2025;8439775;1;2;1;60;54;1;571.52937452;54;1;1410;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;4;3;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;4;1;12;48;;;20;6;;1;1;;7;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;15;1;1;1;1;1;2;2;2;1;1;2;2;;2;1;2;2;2;2;2;2;14;;;8;;1;700000;14;1410;8153
20251249;12;2025;8439775;1;3;1;60;54;1;571.52937452;54;1;6910;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;4;1;;1500000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;;3;;1;1;12;40;;;40;;;1;7;;4;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;1;1;2;2;;1;1;2;2;1;2;1;1;2;;20;8;;1;1500000;69;6910;2611
20251249;12;2025;8439776;1;1;1;60;54;1;638.88622613;54;1;1410;2;;;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;4;4;3;;;400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;;3;;5;1;12;50;;;15;6;;1;7;;7;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;2;1;2;;60;3;;1;400000;14;1410;8153
20251249;12;2025;8439776;1;2;1;60;54;1;638.88622613;54;1;1410;2;;;;;;;;;;;;84;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;4;4;3;;;400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;;3;;1;1;12;50;;;15;6;;1;7;;11;;2;;;;2;2;1;0;12;4;;3;;2;;;;;;;;1;20;1;1;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;1;2;;60;8;;1;400000;14;1410;8153
20251249;12;2025;8439778;1;1;1;60;54;1;1019.1423284;54;1;145;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;1;1;1;6;;;3000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;3;;1;1;11;35;1;;35;;;2;1;;2;;2;;;;2;2;1;4;240;7;;13;POR DESPLAZAMIENTO FORZADO;2;;;;;;;;1;30;1;1;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;2;1;14;;;8;;1;1200000;01;0145;6121
20251249;12;2025;8439778;1;2;1;60;54;1;1019.1423284;54;1;145;2;;;;;;;;;;;;11;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;24;2;;24;;;2;1;;2;;2;;;;2;2;1;5;15;4;;13;POR DESPLAZAMIENTO FORZADO;2;;;;;;;;1;24;2;1;1;2;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;2;1;14;;;3;;1;;01;0145;5223
20251249;12;2025;8439779;1;1;1;60;54;1;730.24455088;54;1;4520;2;;;;;;;;;;;;280;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;4;6;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;3;2;12;40;;;40;;;1;7;;11;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;5;2;;1;700000;45;4520;7231
20251249;12;2025;8439780;1;1;1;60;54;1;484.79738905;54;1;9529;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;4;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;1200000;1;;3;;5;1;12;40;;;40;;;1;7;;2;;2;;;;2;2;1;16;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;20;3;;1;1200000;95;9529;7233
20251249;12;2025;8439781;1;1;1;60;54;1;1925.2440965;54;1;4330;2;;;;;;;;;;;;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2500000;1;;3;;3;2;9;56;;;56;;;1;2;;2;;2;;;;2;2;1;3;1;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;20;8;;1;2500000;43;4330;7131
20251249;12;2025;8439782;1;1;1;60;54;1;1178.6832466;54;1;5619;2;;;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;;3;;5;1;12;35;2;;35;;;1;6;;2;;2;;;;2;2;1;12;60;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;30;8;;1;400000;56;5619;5212
20251249;12;2025;8439783;1;1;1;60;54;1;801.36594155;54;1;5619;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;1;1;1;6;;;1450000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1450000;1;;3;;1;1;12;55;;;55;;;2;1;;2;;2;;;;2;2;1;12;120;3;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;20;8;;1;1450000;56;5619;5120
20251249;12;2025;8439783;1;2;1;60;54;1;801.36594155;54;1;5619;2;;;;;;;;;;;;24;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;2;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;1;QUIERE GENERAR MAS INGRESOS EN SU FAMILIA;1;1;1;1;1;2;1;1;14;;;3;;1;;56;5619;9412
20251249;12;2025;8439784;1;1;1;60;54;1;1981.4654812;54;1;4781;2;;;;;;;;;;;;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;600000;1;;3;;3;2;12;50;;;50;;;1;6;;2;;2;;;;2;2;1;0;24;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;5;8;;1;600000;47;4781;5211
20251249;12;2025;8439784;1;2;1;60;54;1;1981.4654812;54;1;4781;2;;;;;;;;;;;;264;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;600000;1;;3;;3;2;12;50;;;50;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;5;8;;1;600000;47;4781;5211
20251249;12;2025;8439785;1;1;1;60;54;1;683.47827166;54;1;5619;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;4;4;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;;3;;1;1;12;56;;;56;;;1;6;;2;;2;;;;2;2;1;3;180;4;;13;CAMBIO DE DOMICILIO;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;20;9;;1;1500000;56;5619;9411
20251249;12;2025;8439786;1;1;1;60;54;1;2064.9406666;54;1;9700;1;1;;;1;;1;;2;2;2;2;5;3;;2;2;2;2;1;2;800000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;1;2;;2;;2;;;;2;2;1;0;240;4;;2;;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;2;2;2;2;2;2;;60;8;;1;800000;97;9700;9111
20251249;12;2025;8439787;1;2;1;60;54;1;464.12455159;54;1;8121;2;;;;;;;;;;;;26;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;3;;1;2;12;50;;;50;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;2;;20;5;;1;1200000;81;8121;9111
