PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20251252;12;2025;8470062;1;3;1;60;;1;504.70998098;50;1;126;1;2;1;;1;;1;;1;2;1;1;38;7;;1;1;1;1;2;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;8;;1;;1;1;1;7;1;1;1;0;7;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;25;2;;1;1423500;01;0126;9211
20251252;12;2025;8470064;1;1;1;60;;1;1190.3371019;50;1;4792;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;5;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;3;2;12;14;2;;14;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;11;;15;2;;1;700000;47;4792;3322
20251252;12;2025;8470064;1;2;1;60;;1;1190.3371019;50;1;5630;1;1;;;1;;1;;2;2;2;2;20;1;;1;1;1;1;1;2;1500000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;2;7;;2;;2;;;;2;2;1;1;96;7;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;11;;8;3;;1;1500000;56;5630;1412
20251252;12;2025;8470066;1;1;1;60;;1;777.80467107;50;1;3830;2;;;;;;;;;;;;84;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;6;;;180000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;180000;1;;3;;3;2;12;18;2;;18;;;1;6;;2;;2;;;;2;2;1;0;25;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;13;;30;3;;1;180000;38;3830;9611
20251252;12;2025;8470067;1;1;1;60;;1;609.27825078;50;1;127;1;2;1;;1;;1;;1;2;1;1;25;7;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;67000;2;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;8;;1;;1;1;1;7;1;1;1;0;7;7;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;45;2;;1;1423500;01;0127;6113
20251252;12;2025;8470067;1;3;1;60;;1;609.27825078;50;1;127;1;2;1;;1;;1;;1;2;1;1;1;7;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;8;;1;;1;1;1;4;1;1;1;0;20;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;40;3;;1;1423500;01;0127;9211
20251252;12;2025;8470068;1;1;1;60;;1;754.54901339;50;1;126;1;2;1;;1;;1;;1;2;1;2;36;7;;1;1;1;1;1;2;1500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;56000;2;2;;;2;;;2;;;1;800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;10;8;;1;;1;1;1;10;1;1;1;2;48;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;60;2;;1;1500000;01;0126;9211
20251252;12;2025;8470069;1;1;1;60;;1;413.36033974;50;1;126;1;2;1;;1;;1;;1;2;1;1;92;1;;1;1;1;1;1;2;1423500;2;;1;370000;2;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;66;;;66;;;8;7;;1;;1;2;1;8;1;1;1;1;24;3;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;40;3;;1;1423500;01;0126;3142
20251252;12;2025;8470070;1;1;1;60;;1;450.62339374;50;1;1051;1;2;1;;1;;1;;1;2;1;1;60;1;;1;1;2;1;1;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;58000;2;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;38;2;;10;7;;1;;1;1;1;15;1;1;1;2;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;10;2;;1;2000000;10;1051;3142
20251252;12;2025;8470071;1;1;1;60;;1;670.80116511;50;1;8730;1;2;2;12;1;;1;;1;2;1;1;18;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;1;;1;1;1;1;1;1;1;0;108;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;1;1;1;3;;15;3;;1;1423500;87;8730;5321
20251252;12;2025;8470071;1;2;1;60;;1;670.80116511;50;1;141;1;1;;;1;;1;;1;2;1;1;12;7;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;5;8;;1;;1;1;1;1;1;1;1;4;1;7;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;3;2;;1;1423500;01;0141;7544
20251252;12;2025;8470072;1;1;1;60;;1;662.60859002;50;1;3600;1;2;2;12;1;;1;;1;2;1;1;74;1;;1;1;1;1;1;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;5;;1;;1;1;1;12;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;20;3;;1;1800000;36;3600;9621
20251252;12;2025;8470072;1;2;1;60;;1;662.60859002;50;1;8530;1;2;1;;1;;1;;1;1;1;1;5;2;;1;1;1;1;5;2;2800000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1400000;1;2800000;1;1400000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;40;;;40;;;10;7;;1;;1;3;1;25;1;1;1;5;6;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;30;2;;1;2800000;85;8530;2330
20251252;12;2025;8470073;1;1;1;60;;1;772.94862667;50;1;4759;2;;;;;;;;;;;;68;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;100000;1;;3;;5;2;12;20;2;;20;;;1;1;;3;;2;;;;2;2;1;18;60;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;100000;47;4759;5223
20251252;12;2025;8470074;1;1;1;60;;1;891.93027539;50;1;4731;1;2;1;;1;;1;;2;2;1;1;60;1;;1;1;1;1;1;2;1800000;2;;1;120000;2;2;;2;;2;;2;;2;;;1;200000;2;1;200000;2;2;;;2;;;2;;;1;811000;2;;2;;2;;2;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;4;7;;1;;1;1;1;5;1;1;1;0;12;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;5;2;;1;1800000;47;4731;5245
20251252;12;2025;8470074;1;5;1;60;;1;891.93027539;50;1;4731;1;2;1;;1;;1;;2;2;1;2;36;1;;1;1;1;1;1;2;1500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;300000;2;2;;;2;;;2;;;1;800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;4;7;;1;;1;1;1;3;1;1;1;0;48;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;5;2;;1;1500000;47;4731;5414
20251252;12;2025;8470075;1;1;1;60;;1;620.15789146;50;1;4111;1;1;;;1;;1;;2;2;2;2;180;1;;2;2;2;2;1;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;2;9;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;11;;10;5;;1;1800000;41;4111;9313
20251252;12;2025;8470075;1;2;1;60;;1;620.15789146;50;1;4759;1;1;;;1;;1;;2;2;2;2;13;1;;1;1;2;2;1;2;1500000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;2;7;;2;;2;;;;2;2;1;3;6;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;;8;3;;1;1500000;47;4759;5223
20251252;12;2025;8470077;1;1;1;60;;1;1033.5964858;50;1;122;1;1;;;1;;1;;2;2;2;2;12;7;;2;2;2;2;1;2;900000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;1;;36;;;2;8;;2;;2;;;;2;2;1;2;38;1;;1;;2;;;;;;;;1;20;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;900000;01;0122;6112
20251252;12;2025;8470078;1;1;1;60;;1;1117.6112129;50;1;5619;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1120000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;720000;1;;3;;3;2;12;48;;;48;;;1;6;;2;;2;;;;2;2;1;0;12;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;1;1;11;;10;2;;1;720000;56;5619;5212
20251252;12;2025;8470079;1;2;1;60;;1;675.65720951;50;1;9499;1;2;2;11;1;;1;;2;2;2;2;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;5900000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;5900000;12;;3;;1;1;12;44;;;44;;;10;7;;1;;1;1;2;16;1;2;1;0;48;4;;1;;2;;;;;;;;1;4;1;1;2;;;;;;;;;;;;;1;1;1;2;1;1;1;;90;2;;1;5900000;94;9499;1344
20251252;12;2025;8470080;1;1;1;60;;1;768.45741262;50;1;4921;1;1;;;1;;1;;2;2;2;2;5;1;;1;1;1;1;1;2;1600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;4;7;;2;;2;;;;2;2;1;0;15;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;;15;3;;1;1600000;49;4921;4223
20251252;12;2025;8470081;1;1;1;60;;1;648.77011751;50;1;4724;1;2;1;;1;;1;;1;2;1;1;60;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;7;1;1;1;0;5;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;2;3;;1;1423500;47;4724;4222
20251252;12;2025;8470081;1;3;1;60;;1;648.77011751;50;1;4773;1;1;;;1;;1;;2;2;2;2;12;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;10;3;;1;1423500;47;4773;5223
20251252;12;2025;8470082;1;1;1;60;;1;1256.9838164;50;1;141;1;1;;;1;;1;;2;2;2;2;13;7;;2;2;2;2;1;2;1200000;2;;2;;;1;400000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;52;;;52;;;3;8;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;90;3;;1;1600000;01;0141;6121
20251252;12;2025;8470083;1;1;1;60;;1;589.882701;50;1;3830;2;;;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;980000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;980000;1;;1;;3;2;12;40;;;40;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;3;;1;980000;38;3830;9611
20251252;12;2025;8470084;1;1;1;60;;1;823.05056718;50;1;126;1;2;1;;1;;1;;1;2;1;1;92;1;;1;1;1;1;1;2;1700000;2;;2;;;1;130000;2;;1;1040000;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1700000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;9;7;;1;;1;2;1;22;1;1;1;0;12;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;;30;3;;1;1830000;01;0126;6130
20251252;12;2025;8470084;1;2;1;60;;1;823.05056718;50;1;126;1;2;2;4;1;;1;;1;2;1;1;12;7;;1;1;1;1;1;2;1423500;2;;2;;;1;436800;2;;1;1040000;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;9;8;;1;;1;1;1;23;1;1;1;5;108;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;;30;3;;1;1860300;01;0126;9211
20251252;12;2025;8470084;1;4;1;60;;1;823.05056718;50;1;126;1;2;1;;1;;1;;1;2;1;1;12;1;;1;1;1;1;1;2;1700000;2;;2;;;1;580000;2;;1;1040000;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;9;7;;1;;1;2;1;1;1;1;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;1;1;2;1;1;2;1;2;7;;30;3;;1;2280000;01;0126;8341
20251252;12;2025;8470085;1;1;1;60;;1;1100.8410729;50;1;9602;2;;;;;;;;;;;;84;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;200000;1;;3;;1;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;0;4;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;10;3;;1;200000;96;9602;5142
20251252;12;2025;8470086;1;1;1;60;;1;833.76042008;50;1;4759;2;;;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;2940000;1;0;1500000;500000;40000;0;;;;;;;;;;;;;;;;;;2;;;2;;900000;1;;3;;3;2;12;84;;;84;;;1;7;;2;;2;;;;2;2;1;0;244;1;;10;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;5;3;;1;900000;47;4759;5221
20251252;12;2025;8470086;1;2;1;60;;1;833.76042008;50;1;8621;1;2;1;;1;;1;;2;2;2;2;7;1;;1;1;1;1;1;2;600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;2;;2;;2;;;;2;2;1;0;13;4;;2;;2;;;;;;;;2;;;;1;2;2;2;2;2;2;2;2;2;;1;1;2;2;1;2;1;1;11;;10;3;;1;600000;86;8621;5321
20251252;12;2025;8470086;1;3;1;60;;1;833.76042008;50;1;4759;1;1;;;1;;1;;2;2;2;2;24;1;;2;2;2;2;1;2;900000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;84;;;84;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;5;3;;1;900000;47;4759;5223
20251252;12;2025;8470087;1;1;1;60;;1;497.33939596;50;1;126;1;2;1;;1;;1;;1;2;1;2;18;1;;1;1;1;1;1;2;1650000;2;;2;;;2;;2;;1;300000;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;750000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;10;7;;1;;1;1;1;6;1;1;1;0;1;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;;60;5;;1;1650000;01;0126;4415
20251252;12;2025;8470089;1;2;1;60;;1;600.83119166;50;1;5611;1;1;;;1;;1;;2;2;2;2;5;1;;1;1;1;1;1;2;900000;2;;2;;;1;160000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;2;;36;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;3;;1;1060000;56;5611;5131
20251252;12;2025;8470090;1;3;1;60;;1;1336.2407192;50;1;8530;1;2;2;12;2;4;1;8010;1;2;1;1;28;1;;1;1;1;1;1;2;1900000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;108000;2;2;;;2;;;2;;;1;1900000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;10;7;;1;;1;2;1;4;1;1;1;2;3;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;2;;1;1900000;85;8530;5414
20251252;12;2025;8470091;1;1;1;60;;1;1570.737058;50;1;5629;1;2;2;2;1;;1;;2;2;2;2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;1836000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1836000;1;;3;;1;1;12;20;2;;20;;;10;7;;1;;1;1;2;20;1;2;1;0;12;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;10;3;;1;1836000;56;5629;4110
20251252;12;2025;8470096;1;1;1;60;;1;1037.0728948;50;1;5224;2;;;;;;;;;;;;300;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1300000;1;;3;;3;2;12;12;2;;12;;;1;6;;2;;2;;;;2;2;1;2;3;7;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;13;;15;2;;1;1300000;52;5224;9333
20251252;12;2025;8470097;1;2;1;60;;2;845.9075259;50;1;126;1;2;2;3;1;;1;;1;2;1;1;6;7;;1;1;1;1;5;1;1500000;2;;2;;;1;300000;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;8;;1;;1;1;1;5;1;1;1;0;5;7;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;5;;1;1800000;01;0126;9211
20251252;12;2025;8470098;1;1;1;60;;2;390.96736917;50;1;161;2;;;;;;;;;;;;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;18000000;3;;3;2;12;48;;;40;2;;1;8;;2;;2;;;;2;2;1;0;6;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;2;;1;1500000;01;0161;9211
20251252;12;2025;8470099;1;2;1;60;;2;765.58955387;50;1;126;1;2;1;;1;;1;;1;2;1;1;6;7;;1;1;9;1;1;2;1423500;2;;2;;;1;300000;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;700000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;48;;;48;;;10;8;;1;;1;1;1;1;1;1;1;12;6;7;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;2;;1;1723500;01;0126;7544
20251252;12;2025;8470100;1;2;1;60;;2;571.21631047;50;1;141;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;7;;;;;;;;;;;2;;;;;;;;9600000;12;0;0;0;0;0;200000;0;200000;0;2;;2;;;;2;;;2;;766000;1;9200000;3;;3;2;12;42;;;42;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;5;;1;766000;01;0141;6121
20251252;12;2025;8470101;1;1;1;60;;2;919.87795745;50;1;141;1;1;;;1;;1;;2;2;2;2;3;7;;2;2;2;2;1;2;1200000;2;;2;;;2;;1;200000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;8;;2;;2;;;;2;2;1;0;12;7;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;2;;1;1400000;01;0141;9212
